"","nbsp","sing.sp","FEve","FDis","RaoQ","CWM.tachaqua_egg","CWM.tachaqua_larva","CWM.tachaqua_nymph","CWM.tachaqua_adult","CWM.tachdisp_aquapass","CWM.tachdisp_aquaact","CWM.tachdisp_aerpass","CWM.tachdisp_aeract","CWM.tachfeed_abs","CWM.tachfeed_dpf","CWM.tachfeed_shr","CWM.tachfeed_scr","CWM.tachfeed_fif","CWM.tachfeed_pie","CWM.tachfeed_pre","CWM.tachfeed_par","CWM.tachfood_mior","CWM.tachfood_detl1","CWM.tachfood_dpg1","CWM.tachfood_limi","CWM.tachfood_lima","CWM.tachfood_dag1","CWM.tachfood_lmic","CWM.tachfood_lmac","CWM.tachfood_vert","CWM.tachlifedur_less1","CWM.tachlifedur_gr1","CWM.tachloco_flr","CWM.tachloco_ssw","CWM.tachloco_wsw","CWM.tachloco_crw","CWM.tachloco_bur","CWM.tachloco_int","CWM.tachloco_tat","CWM.tachloco_pat","CWM.tachsize_less0.25","CWM.tachsize_0.25to0.5","CWM.tachsize_0.5to1","CWM.tachsize_1to2","CWM.tachsize_2to4","CWM.tachsize_4to8","CWM.tachsize_gr8","CWM.tachrepcyc_less1","CWM.tachrepcyc_one","CWM.tachrepcyc_gr1","CWM.tachrepro_ovo","CWM.tachrepro_fie","CWM.tachrepro_cie","CWM.tachrepro_fic","CWM.tachrepro_frc","CWM.tachrepro_vec","CWM.tachrepro_tec","CWM.tachrepro_ase","CWM.tachresist_egg","CWM.tachresist_coc","CWM.tachresist_hou","CWM.tachresist_did","CWM.tachresist_non","CWM.tachrespir_teg","CWM.tachrespir_gil","CWM.tachrespir_pls","CWM.tachrespir_spi","CWM.tachrespir_ves"
"LTR105_2013_16.9.2013",38,26,0.593823265754016,7.28576645016849,0.172389604931854,0.366744310199744,0.380467105159652,0.123367697594502,0.129420887046102,0.378851301045452,0.245979791578784,0.124446224378614,0.25072268299715,0.00763158790870446,0.14361251351503,0.180908450083708,0.205032815727082,0.237574235615473,0.0832989690721649,0.139958874548893,0.00198255352894528,0.0148962231459807,0.173571033784323,0.0890759736636025,0.264901528376349,0.155120375996665,0.046123557618403,0.103506429062517,0.145244740895116,0.00756013745704467,0.712371134020619,0.287628865979381,0.00472917689412535,0.0121134020618557,0.126455571925191,0.486858124693176,0.163208493752251,0.0797684933903421,0.125989544311105,0.000877192971952909,0.00389610389508068,0.067122774128541,0.345284955598451,0.367122255197975,0.166170663028728,0.0462194434649792,0.00418380468624447,0.0386139747995418,0.585319587631753,0.376066437568706,0.156242840778923,0.0516027491408935,0.10286323024055,0.527641695303551,0.0419243986254296,0.0572164948453608,0.0358419243986254,0.0266666666666667,0.126666666666667,0.0847624823110732,0,0.255576828669612,0.532994022352648,0.422106884704727,0.492658292843956,0.0167697594501718,0.0684650630011455,0
"LTR105_2014_23.9.2014",29,29,0.592160366230426,7.24524997265576,0.165659995459404,0.415139692366027,0.33521447318088,0.0820869864191164,0.167558848033977,0.358702325688584,0.267001072397485,0.10733768838462,0.266958913529311,0.00428923759298745,0.0846473378665848,0.337394705174489,0.27981705209912,0.0964801444043321,0.108690046415678,0.0886814764468088,0,0.00497129667700833,0.107630065486667,0.132536394111304,0.269935124822323,0.227801838654727,0.0527188139778393,0.0915540685485804,0.10612212438478,0.00673027333677153,0.71326714801444,0.28673285198556,0.036320268179474,0.0497593261131167,0.293332044012644,0.427426078734743,0.0620832315506106,0.0374949105563374,0.0930141237593861,0.000570017093687811,0.00253176426395134,0.0585880725752475,0.47122814009561,0.345017347276325,0.0868805382316692,0.0332223732932456,0.00253176426395134,0.0357400722021661,0.601859205776173,0.362400722021661,0.11913357400722,0.0273357400722022,0.130695547533093,0.562997593261131,0.0182310469314079,0.117779783393502,0.00649819494584837,0.0173285198555957,0.0542418772563177,0.082416648969122,0.00685920577617329,0.471239470517449,0.385242797480938,0.427579686177264,0.283366677927945,0.104512635379061,0.18454100051573,0
"LTR105_2015_21.9.2015",42,35,0.683736598051437,6.9935946890725,0.157599565554358,0.419482341864397,0.346156207955109,0.0642188624910007,0.170142587689493,0.358701598173095,0.272355616499108,0.112088581783544,0.256854203544253,0.00406304129803689,0.183889614368897,0.170674214194733,0.355726334622217,0.119023093537132,0.0376221330864959,0.126620220938785,0.00238134795370217,0.0119291252925451,0.179239179351543,0.109378172823097,0.327884593523555,0.0983100952323415,0.0559837570636707,0.0918053503822701,0.121767165392995,0.0037025609379821,0.692332613390929,0.307667386609071,0.018420240666461,0.0443844492440605,0.245688059244485,0.463177517227193,0.0972590764224702,0.0598323562636539,0.0706983441346861,0.000539956796990451,0.00239824969783584,0.116291735619065,0.53743420007113,0.224542556079787,0.0882724187259314,0.0265027628945918,0.00455807691165873,0.0303095752339813,0.595529157669806,0.374161267096213,0.158775289660827,0.0643328518790087,0.117998727046878,0.541362424085818,0.0412569483112021,0.0434563501108532,0.016317890229451,0.0164995186759614,0.0981931507345136,0.087704602146551,0.000119678737385827,0.244763786348731,0.569218782032819,0.455258062115343,0.435130706783145,0.0531728890260208,0.0564383420754911,0
"LTR105_2016_26.9.2016",44,36,0.669586911128198,7.34267516068789,0.171507276820967,0.438510984326274,0.330206636500188,0.0586231884057971,0.172659190767741,0.400818101150124,0.278788524108675,0.0769689440993789,0.243424430641822,0.00425886067110658,0.162400856856388,0.244097308488613,0.280602996943923,0.0837826086956522,0.065776397515528,0.155230039151771,0.00385093167701863,0.0155177680447046,0.156226049317193,0.131364910451867,0.265630951134563,0.129356107660455,0.0606850685546338,0.0843979045418402,0.148415443193293,0.00840579710144928,0.706782608695652,0.293217391304348,0.0136231884057971,0.0527536231884058,0.141070393377658,0.592418219461698,0.0768028767587234,0.0625392829872376,0.0600078457014631,0.000784570119017284,0.00652284870917044,0.09621179655568,0.432326063534312,0.296318705787216,0.126924072697898,0.0390468365886497,0.00264967612707336,0.0793913043478261,0.628017391304348,0.292591304347826,0.072695652173913,0.0615657525089169,0.165594470457357,0.538545462652038,0.0230434782608696,0.114695652173913,0.00130434782608696,0.0225551839469051,0.0927536231884058,0.0936340385928884,0,0.309855072463768,0.503757265754938,0.500036981510536,0.41351995430727,0.0449026915113872,0.0415403726708075,0
"LTR105_2017_25.10.2017",30,26,0.484444934928327,7.13684247200468,0.159774049726575,0.345176683825165,0.362626414339261,0.158909445826423,0.13328745600915,0.340173486386481,0.266003522743556,0.151945436320319,0.241877554549645,0.00302530253375758,0.0985480512353303,0.220718101343101,0.213047138502801,0.278135683760684,0.138144841269841,0.0480069497305534,0.000373931623931624,0.00470575217269892,0.255458167477584,0.136820712315261,0.262881148035774,0.0937039003744611,0.00829545454545455,0.0950718850402726,0.138201868927383,0.00486111111111111,0.723531746031746,0.276468253968254,0.0115806878306878,0.0149074074074074,0.161732804235418,0.400540674603175,0.11812439084247,0.0763815789436548,0.216330409358376,0.00040204677881175,0.0101190476185786,0.14621678090177,0.439664953108486,0.31364207551675,0.0841666666653463,0.00440476190382395,0.00178571428524531,0.0149305555555556,0.556444444444989,0.428624999999456,0.197469135802469,0.0577759259259259,0.170531481481481,0.422722482131254,0.0428240740740741,0.0163359788359788,0.0801186995265943,0.0122222222222222,0.137222222222222,0.0462091503261376,0,0.330008680555556,0.486559946896085,0.443595268626532,0.404741707578092,0.045375816993464,0.106287206801913,0
"LTR105_2020_22.9.2020",22,21,0.586538208622939,5.08953079360883,0.103960593297328,0.323826338981622,0.365296927216917,0.259967320261438,0.0509094135400231,0.398046376442329,0.181895963069083,0.165341458216533,0.254716202272055,0.0023296447318775,0.0554504513165913,0.0555699202758026,0.112895714262641,0.361588738059326,0.0234827264239029,0.377848214683503,0.010834590246355,0.0051650824248513,0.0974245253682091,0.115109356874063,0.172375817689551,0.0965376453611748,0.0218893415952239,0.276266422778638,0.21024581351053,0.0049859943977591,0.841792717086835,0.158207282913165,0.00896358543417367,0.00718954248366013,0.210943043886233,0.267226890756303,0.0639508083968162,0.0340156764431573,0.407400855080145,0.000309597519512791,0.00137509549238142,0.0510720651861639,0.324295900175851,0.502650878537141,0.0929513623666125,0.00667175961221381,0.0209829386296363,0.033921568627451,0.211843137259733,0.754235294112816,0.0427886710239651,0.0181803921568627,0.039678431372549,0.766411328976035,0.0686274509803921,0.0431372549019608,0.0117647058823529,0.00941176470588235,0.0607173670539607,0.0479101189009475,2.71623801027636e-05,0.131378111453518,0.759967240211471,0.806495555380907,0.137125529416649,0.0168067226890756,0.039572192513369,0
"LTR11_2010_6.10.2010",7,6,0.530715627533557,7.35953213072825,0.215405404032968,0.436666666666667,0.141666666666667,0.00833333333333333,0.413333333333333,0.667083333333333,0.321805555555556,0.00277777777777778,0.00833333333333333,0,0,0.31875,0.37625,0.27375,0,0.03125,0,0,0.098336038961039,0.261017316017316,0.226268037518038,0.166309523809524,0.108629148629149,0.103660714285714,0.0357792207792208,0,0.31625,0.68375,0,0.01875,0.116666666666667,0.55125,0.1775,0.0458333333333333,0.015,0.075,0,0.06,0.445,0.1525,0.27375,0.06875,0,0.01875,0.69375,0.2875,0.4,0,0.35,0.23125,0.01875,0,0,0,0,0,0,0.325,0.675,0.24125,0.75875,0,0,0
"LTR11_2012_3.10.2012",13,12,0.599500566895629,9.66786275727019,0.321929029415251,0.323904384979846,0.279336139854498,0.110027855153203,0.286731620012453,0.592035101674413,0.286581588618521,0.0717473814420357,0.0496359282650303,0.00579166552423584,0.129390156717538,0.0993607599457182,0.236728988943425,0.346235983144061,0.0250696378830084,0.148959126676383,0.00846368116563103,0.0186975862584323,0.214616859469889,0.100679172266916,0.254790934644713,0.0525601603596033,0.0665693328645975,0.182439315098513,0.103379229566583,0.00626740947075209,0.549442896935933,0.450557103064067,0,0.0278551532033426,0.257985143923294,0.389647168059424,0.114777891812883,0.0559326589383042,0.0393832771374998,0.114418706925251,0.00341858698314878,0.0479795969956859,0.392882465717401,0.180774517971026,0.261625004530924,0.109901240818665,0.00341858698314878,0.0348189415041783,0.583760445694774,0.381420612801047,0.408851748684618,0.0156713091922006,0.0513593314763231,0.317803775920768,0.182915506035283,0,0,0.0233983286908078,0.0243225263069602,0.0889507528582211,0.000868212567351567,0.263011063471482,0.622847444795985,0.47003970160008,0.52996029839992,0,0,0
"LTR11_2013_9.10.2013",21,17,0.552032317506228,8.25444750946324,0.225441382557372,0.331854034623498,0.256977536830772,0.122643823137832,0.288524605407898,0.598993585540376,0.232043293634398,0.0715113046617621,0.0974518161634642,0.0234669153781423,0.203334372200456,0.183414912552237,0.283003456749085,0.194203683640303,0.0123239436619718,0.0892153377029611,0.0110373781148429,0.0318810056458713,0.203097148037437,0.170475145384649,0.24276787101722,0.146582878312508,0.0506889628368502,0.0792808475860908,0.0664233242779649,0.00880281690140845,0.431073943661972,0.568926056338028,0,0.00132042253521127,0.109448356825882,0.446633970489604,0.223896890142578,0.124505806744342,0.0786923294266892,0.0155022238356933,0.012552588253517,0.0672352295443537,0.481548381209486,0.241009348923701,0.138972285081274,0.0455154287178026,0.0131667382698657,0.00713028169014085,0.600334507051915,0.392535211257944,0.140649452269171,0.0602676056338028,0.346154929577465,0.23025072069846,0.115023474178404,0.00352112676056338,0.0182171979243884,0.0859154929577465,0,0.181218931229828,0,0.277013644366197,0.541767424403975,0.508326250615945,0.477589242341802,0,0.0140845070422535,0
"LTR11_2014_8.10.2014",28,27,0.615805128513348,7.28372591667992,0.175926552336758,0.412992666853962,0.233914071391404,0.0193828545135594,0.333710407241074,0.594088234619137,0.322512515813297,0.0332344589779279,0.0501647905896381,0.00343386940247839,0.0964250871526345,0.120787786394723,0.307589013361074,0.281280569141841,0.0218827415359207,0.15470586853823,0.0138950644730992,0.0335086247914153,0.187608486790413,0.127694248216307,0.253729268707162,0.0898143651846538,0.0897027346449312,0.088920513807515,0.106863761711167,0.0221579961464355,0.655870470507638,0.344129529492362,0.0026149187998899,0.0544315992292871,0.395657858523501,0.409413707678199,0.0732264186526151,0.0245537977850557,0.0327089399818812,0.00739275934957088,0.00202687485871249,0.0138015164004149,0.289445236845571,0.251910048049517,0.324596970945947,0.116192478041124,0.00202687485871249,0.105237805496184,0.415504512727766,0.47925768177605,0.547848426461143,0.010399756616976,0.0162180306256972,0.285431362606903,0.0698458574181118,0.0539499036608863,0.00243383024034074,0.0138728323699422,0.0359891367639981,0.105519061825421,0.00525235843148022,0.41534078752214,0.43789865545696,0.396444311564338,0.588623125815238,0.00192678227360308,0.0130057803468208,0
"LTR11_2015_7.10.2015",28,24,0.478333753608692,7.98423424065049,0.237116562439166,0.426968072295491,0.161421853808096,0.016651104886399,0.394958969010014,0.613687780866745,0.299285595619221,0.0600140641037258,0.0270125594103082,0.00805206571808507,0.0706522517642435,0.147927376078637,0.345468817970003,0.320098637745697,0.0242096838735494,0.079174015373811,0.00441715147597501,0.0103044496429105,0.142233443502295,0.170531228549436,0.281271315235879,0.142495585387742,0.0960333149058639,0.0929431743741753,0.0562509804651904,0.00793650793650794,0.331173210024751,0.668826789975249,0.00584678315770753,0.0431839402427638,0.0848628340288398,0.493651905206527,0.220086046122166,0.0467003760488892,0.0607245237303456,0.0449435914627611,0.00518023803265174,0.0518530556283899,0.476594432052563,0.145293362376065,0.230901996895165,0.0853147081235587,0.00486220689160717,0.0480392156862745,0.732577030813998,0.219383753499727,0.272227409482311,0.0263776484957431,0.357726639373922,0.247648527216148,0.0476968565203859,0.0105508870214753,0.000933706816059757,0.0368383250739548,0.0303454715219421,0.111545509466132,0,0.493997599039616,0.36411141997231,0.477478730958947,0.492020179716434,0.00902583255524432,0.0214752567693744,0
"LTR11_2016_5.10.2016",25,19,0.627238143249215,8.21350593632276,0.240434466685597,0.388696165712103,0.237155782697948,0.0777130169303358,0.296435034659614,0.572267113585696,0.284695581802863,0.0672462449461303,0.0757910596653103,0.0142125786393279,0.12327038122962,0.10421336920088,0.312745249729814,0.314549840944512,0.0177768526228143,0.109885157467146,0.0033465701658874,0.0200427564518351,0.182745730550948,0.134157784116152,0.307843991532619,0.0788873537416418,0.0672705313005063,0.114551599550374,0.0909615350207041,0.00353871773522065,0.537135720233139,0.462864279766861,0.000138773244518457,0.0616153205661948,0.128559533731298,0.439155862178343,0.137095862068471,0.0744394291173372,0.123577365568052,0.0354178535257841,0.00642321874459595,0.0295468062261276,0.343457832766798,0.347019925265021,0.200315905070073,0.065883635173033,0.00735267675435076,0.0235220649458784,0.607443796839327,0.369034138214794,0.224535109630863,0.0281365528726062,0.134176519567027,0.501258950874271,0.0627255065223425,0.000208159866777685,0.00499583680266445,0.0439633638634471,0.0330132042842954,0.127333892306175,0.000253756789969199,0.320285104503307,0.519114042116253,0.52498875458644,0.464325705585639,0.000277546489036914,0.0104079933388843,0
