"","estimate","se","pval","site_id","Response"
"208",-0.0334120953444019,0.057631484399003,0.583178619901105,"LTR11","temp"
"209",0.135186888494649,0.0755535770645489,0.123775337342019,"LTR127","temp"
"210",NA,NA,NA,"LTR1282","temp"
"211",0.112012833736203,0.0425471193104393,0.0389198898469884,"LTR13","temp"
"212",0.0168938530906684,0.0347963175011483,0.644535691461758,"LTR1301","temp"
"213",NA,NA,NA,"LTR1319","temp"
"214",-0.0307584553352184,0.0317619946047325,0.37024170743749,"LTR133","temp"
"215",NA,NA,NA,"LTR1348","temp"
"216",0.175764606052315,0.0636822648765094,0.0328529592474862,"LTR137","temp"
"217",NA,NA,NA,"LTR1438","temp"
"218",NA,NA,NA,"LTR1462","temp"
"219",NA,NA,NA,"LTR161","temp"
"220",NA,NA,NA,"LTR175","temp"
"221",NA,NA,NA,"LTR192","temp"
"222",NA,NA,NA,"LTR231","temp"
"223",NA,NA,NA,"LTR245","temp"
"224",0.0983091667276457,0.0346665134278291,0.0297283196283347,"LTR26","temp"
"225",0.118007665238983,0.0395645642603494,0.024552016253949,"LTR268","temp"
"226",0.0639291954680514,0.0756435439598594,0.436596583879,"LTR325","temp"
"227",0.111218442698918,0.0713352486158177,0.179716248256497,"LTR327","temp"
"228",-0.0618910398611785,0.041099181714304,0.182806052888671,"LTR33","temp"
"229",NA,NA,NA,"LTR387","temp"
"230",-0.0374989568581249,0.043253194000726,0.419277607077996,"LTR40","temp"
"231",0.141794728661776,0.105493611103588,0.2366759663368,"LTR401","temp"
"232",-0.052896756398456,0.0416095726356633,0.250691841101402,"LTR41","temp"
"233",-0.0980892588374209,0.04142252878502,0.0556711954992586,"LTR43","temp"
"234",NA,NA,NA,"LTR450","temp"
"235",0.102655727774307,0.0470550389744985,0.0719015796648638,"LTR50","temp"
"236",0.0941691990222339,0.0328053618815733,0.0284069034120646,"LTR612","temp"
"237",-0.0100127338077587,0.0838511991547432,0.908847807842778,"LTR62","temp"
"238",0.0205379924131094,0.071646460570597,0.784015904387105,"LTR65","temp"
"239",0.0118508609599261,0.020015586374628,0.575412171376367,"LTR70","temp"
"240",0.0509933861836685,0.0810429386567986,0.552396586505882,"LTR78","temp"
"241",NA,NA,NA,"LTR787","temp"
"242",0.148127318790386,0.0788652734473236,0.109422824304245,"LTR79","temp"
"243",0.158923751681096,0.0281668522522119,0.00242644547135002,"LTR82","temp"
"244",0.041763147663104,0.0430361655897625,0.369314636431136,"LTR86","temp"
"245",0.1932340591944,0.0844423808374663,0.070794822531113,"LTR88","temp"
"246",0.0369352668154993,0.0504694823251576,0.491853520934458,"LTR92","temp"
