"taxonname","group","group2","estimate","std.error","statistic","p.value"
"Borysthenia_naticina","Gastropoda","Mollusc",0.179523288630207,0.168222764485211,1.06717595076729,0.326937931700984
"Gyraulus_albus","Gastropoda","Mollusc",-0.259059526289861,0.18019631928529,-1.43765159753187,0.223908067697112
"Gyraulus_sp.","Gastropoda","Mollusc",-0.181859734793701,0.139245640480642,-1.30603539303611,0.239373797397613
"Lithoglyphus_naticoides","Gastropoda","Mollusc",0.140776633924666,0.0895214732939988,1.57254599086343,0.166884920467303
"Lymnaea_stagnalis","Gastropoda","Mollusc",0.193556637551192,0.0839937391241613,2.3044174431272,0.0607316329796651
"Pisidium_sp.","Bivalvia","Mollusc",0.179436812411664,0.0573573395758895,3.12840194016061,0.0203659686021729
"Radix_auricularia","Gastropoda","Mollusc",0.286690430252703,0.0825259498702276,3.47394281075861,0.0132399446770659
"Sphaerium_rivicola","Bivalvia","Mollusc",-0.162670829790668,0.203486937850852,-0.799416569479753,0.46032276468209
"Unio_sp.","Bivalvia","Mollusc",-0.168540784021537,0.196920081727047,-0.855884186840596,0.440303398269428
"Unio_tumidus_ssp.","Bivalvia","Mollusc",-0.126574217412575,0.0358674078637494,-3.52894800464522,0.0167585308091822
"Erpobdella_octoculata","Hirudinea","Annelid",-0.00537021363480725,0.0385779262071017,-0.139204310931018,0.893843647340493
"Glossiphonia_complanata","Hirudinea","Annelid",0.0667905297991629,0.0394080571781835,1.6948445211894,0.141039808302773
"Helobdella_stagnalis","Hirudinea","Annelid",-0.025152775841562,0.0557988295406975,-0.450776047608966,0.667983043652874
"Lumbriculus_sp.","Oligochaeta","Annelid",-0.116762218092867,0.128289843393781,-0.910143897630845,0.40448581148056
"Oligochaeta_Gen._sp.","Oligochaeta","Annelid",0.0497039619619473,0.0342454027570715,1.45140538467411,0.196866669594258
"Piscicola_geometra","Hirudinea","Annelid",-0.0781330871731534,0.0946445856703444,-0.825542070048233,0.440645552215166
