sample_id,site_id,site_code,date,day,month,year,trait,modality,CWM
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_ovo,0.220031042
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_fie,0.06127198
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_cie,0.065352506
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_fic,0.354405464
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_frc,0.165461517
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_vec,0.036976171
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_tec,0.0379968
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrepro,tachrepro_ase,0.058504519
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachresist,tachresist_egg,0.036236647
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachresist,tachresist_coc,0.164792885
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachresist,tachresist_hou,0
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachresist,tachresist_did,0.363883672
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachresist,tachresist_non,0.435086796
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrespir,tachrespir_teg,0.573183225
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrespir,tachrespir_gil,0.337690508
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrespir,tachrespir_pls,0.00783347
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrespir,tachrespir_spi,0.081292796
LTR1_2012_1.10.2012,LTR1,LTR1_2012,1.10.2012,1,10,2012,tachrespir,tachrespir_ves,0
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachaqua,tachaqua_egg,0.338893942
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachaqua,tachaqua_larva,0.407911683
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachaqua,tachaqua_nymph,0.139982691
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachaqua,tachaqua_adult,0.113211684
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachdisp,tachdisp_aquapass,0.398174429
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachdisp,tachdisp_aquaact,0.265267423
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachdisp,tachdisp_aerpass,0.102858202
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachdisp,tachdisp_aeract,0.233699947
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_abs,0.010667878
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_dpf,0.165513099
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_shr,0.110390497
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_scr,0.187186587
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_fif,0.199957838
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_pie,0.132229915
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_pre,0.188967034
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfeed,tachfeed_par,0.005087153
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_mior,0.025079076
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_detl1,0.201124973
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_dpg1,0.103852817
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_limi,0.242733307
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_lima,0.051156547
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_dag1,0.025980457
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_lmic,0.111054183
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_lmac,0.23821503
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachfood,tachfood_vert,0.00080361
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachlifedur,tachlifedur_less1,0.664164143
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachlifedur,tachlifedur_gr1,0.335835857
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_flr,0.002560219
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_ssw,0.011899611
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_wsw,0.157881045
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_crw,0.394613237
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_bur,0.196719324
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_int,0.076558309
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_tat,0.15835055
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachloco,tachloco_pat,0.001417705
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_less0.25,0.006296819
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_0.25to0.5,0.038993071
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_0.5to1,0.269313967
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_1to2,0.41621487
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_2to4,0.195379523
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_4to8,0.065774079
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachsize,tachsize_gr8,0.008027671
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepcyc,tachrepcyc_less1,0.053598731
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepcyc,tachrepcyc_one,0.541178422
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepcyc,tachrepcyc_gr1,0.405222847
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_ovo,0.09611039
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_fie,0.105234751
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_cie,0.222299559
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_fic,0.352462325
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_frc,0.109873071
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_vec,0.032237127
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_tec,0.038684552
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrepro,tachrepro_ase,0.043098226
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachresist,tachresist_egg,0.062368383
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachresist,tachresist_coc,0.100318171
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachresist,tachresist_hou,0
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachresist,tachresist_did,0.271429087
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachresist,tachresist_non,0.565884359
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrespir,tachrespir_teg,0.438752941
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrespir,tachrespir_gil,0.407071378
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrespir,tachrespir_pls,0.032915044
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrespir,tachrespir_spi,0.121260638
LTR1_2013_7.10.2013,LTR1,LTR1_2013,7.10.2013,7,10,2013,tachrespir,tachrespir_ves,0
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachaqua,tachaqua_egg,0.339339831
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachaqua,tachaqua_larva,0.365794858
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachaqua,tachaqua_nymph,0.12345679
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachaqua,tachaqua_adult,0.171408521
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachdisp,tachdisp_aquapass,0.461154066
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachdisp,tachdisp_aquaact,0.272820586
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachdisp,tachdisp_aerpass,0.086391243
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachdisp,tachdisp_aeract,0.179634105
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_abs,0.017382393
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_dpf,0.184280941
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_shr,0.150123311
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_scr,0.168680726
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_fif,0.183198272
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_pie,0.072089947
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_pre,0.219767405
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfeed,tachfeed_par,0.004477004
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_mior,0.023125253
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_detl1,0.201498472
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_dpg1,0.113944382
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_limi,0.228062736
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_lima,0.058524897
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_dag1,0.03108056
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_lmic,0.110130824
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_lmac,0.233632878
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachfood,tachfood_vert,0
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachlifedur,tachlifedur_less1,0.571560847
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachlifedur,tachlifedur_gr1,0.428439153
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_flr,0.001455026
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_ssw,0.010978836
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_wsw,0.168474427
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_crw,0.346732489
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_bur,0.231122698
LTR1_2014_6.10.2014,LTR1,LTR1_2014,6.10.2014,6,10,2014,tachloco,tachloco_int,0.116861764
